#ID,2D,,,,3D,
#,ターゲット座標,,始点,,ターゲット座標,,始点,
#,x,y,x,y,x,y,x,y,


10000101,0,0,0,0,0,0,0,0,
10000102,0,0,0,0,0,0,0,0,
10000103,0,0,0,0,0,0,0,0,
10000104,0,0,0,0,0,0,0,0,

10000201,0,0,0,0,0,0,0,0,
10000202,0,0,0,0,0,0,0,0,
10000203,0,0,0,0,0,0,0,0,
10000204,0,0,0,0,0,0,0,0,

10000301,0,0,0,0,0,0,0,0,
10000302,0,0,0,0,0,0,0,0,
10000303,0,0,0,0,0,0,0,0,
10000304,0,0,0,0,0,0,0,0,

10000401,0,0,0,0,0,0,0,0,
10000402,0,0,0,0,0,0,0,0,
10000403,0,0,0,0,0,0,0,0,
10000404,0,0,0,0,0,0,0,0,
10000405,0,0,0,0,0,0,0,0,
10000406,0,0,0,0,0,0,0,0,
10000407,0,0,0,0,0,0,0,0,
10000408,0,0,0,0,0,0,0,0,
10000409,33,0,0,0,0,0,0,0,
10000410,-237,76,0,0,0,0,0,0,

10000501,0,0,0,0,0,0,0,0,
10000502,0,0,0,0,0,0,0,0,
10000503,0,0,0,0,0,0,0,0,
10000504,0,0,0,0,0,0,0,0,
10000505,0,0,0,0,0,0,0,0,
10000506,0,0,0,0,0,0,0,0,
10000507,0,0,0,0,0,0,0,0,
10000508,0,0,0,0,0,0,0,0,
10000509,0,0,0,0,0,0,0,0,
10000510,-36,53,0,0,0,0,0,0,
10000511,106,158,0,0,0,0,0,0,

10000601,0,0,0,0,0,0,0,0,
10000602,0,0,0,0,0,0,0,0,
10000603,0,0,0,0,0,0,0,0,
10000604,0,0,0,0,0,0,0,0,
10000605,0,0,0,0,0,0,0,0,
10000606,0,0,0,0,0,0,0,0,
10000607,0,0,0,0,0,0,0,0,
10000608,0,0,0,0,0,0,0,0,
10000609,-110,46,0,0,0,0,0,0,
10000610,87,206,0,0,0,0,0,0,

10000701,0,0,0,0,0,0,0,0,
10000702,0,0,0,0,0,0,0,0,
10000703,0,0,0,0,0,0,0,0,
10000704,0,0,0,0,0,0,0,0,
10000705,-15,-1,0,0,0,0,0,0,
10000706,-199,8,0,0,0,0,0,0,

10000801,0,0,0,0,0,0,0,0,
10000802,0,0,0,0,0,0,0,0,
10000803,0,0,0,0,0,0,0,0,
10000804,-21,-1,0,0,0,0,0,0,
10000805,-214,89,0,0,0,0,0,0,
10000806,195,89,0,0,0,0,0,0,

10000901,0,0,0,0,0,0,0,0,
10000902,0,0,0,0,0,0,0,0,
10000903,0,0,0,0,0,0,0,0,
10000904,0,0,0,0,0,0,0,0,
10000905,-2,45,0,0,0,0,0,0,
10000906,-158,9,0,0,0,0,0,0,
10000907,142,4,0,0,0,0,0,0,

10001001,0,0,0,0,0,0,0,0,
10001002,0,0,0,0,0,0,0,0,
10001003,0,0,0,0,0,0,0,0,
10001004,0,0,0,0,0,0,0,0,
10001005,0,0,0,0,0,0,0,0,
10001006,0,0,0,0,0,0,0,0,
10001007,0,0,0,0,0,0,0,0,
10001008,-26,0,0,0,0,0,0,0,
10001009,-215,12,0,0,0,0,0,0,

10001101,0,0,0,0,0,0,0,0,
10001102,0,0,0,0,0,0,0,0,
10001103,0,0,0,0,0,0,0,0,
10001104,0,0,0,0,0,0,0,0,
10001105,0,0,0,0,0,0,0,0,
10001106,0,0,0,0,0,0,0,0,
10001107,0,0,0,0,0,0,0,0,
10001108,-2,80,0,0,0,0,0,0,
10001109,117,200,0,0,0,0,0,0,

10001201,0,0,0,0,0,0,0,0,
10001202,0,0,0,0,0,0,0,0,
10001203,0,0,0,0,0,0,0,0,
10001204,0,0,0,0,0,0,0,0,
10001205,0,0,0,0,0,0,0,0,
10001206,0,0,0,0,0,0,0,0,
10001207,0,0,0,0,0,0,0,0,
10001208,-2,48,0,0,0,0,0,0,
10001209,-218,102,0,0,0,0,0,0,

10001301,0,0,0,0,0,0,0,0,
10001302,0,0,0,0,0,0,0,0,
10001303,0,0,0,0,0,0,0,0,
10001304,0,0,0,0,0,0,0,0,
10001305,0,0,0,0,0,0,0,0,
10001306,0,0,0,0,0,0,0,0,
10001307,0,0,0,0,0,0,0,0,
10001308,0,0,0,0,0,0,0,0,
10001309,-1,61,0,0,0,0,0,0,
10001310,-248,59,0,0,0,0,0,0,
10001311,246,59,0,0,0,0,0,0,
10001312,-194,199,0,0,0,0,0,0,

10001401,0,0,0,0,0,0,0,0,
10001402,0,0,0,0,0,0,0,0,
10001403,0,0,0,0,0,0,0,0,
10001404,0,0,0,0,0,0,0,0,
10001405,0,0,0,0,0,0,0,0,
10001406,0,0,0,0,0,0,0,0,
10001407,-21,-10,0,0,0,0,0,0,
10001408,-174,53,0,0,0,0,0,0,

10001501,0,0,0,0,0,0,0,0,
10001502,0,0,0,0,0,0,0,0,
10001503,0,0,0,0,0,0,0,0,
10001504,0,0,0,0,0,0,0,0,
10001505,0,0,0,0,0,0,0,0,
10001506,0,0,0,0,0,0,0,0,
10001507,0,0,0,0,0,0,0,0,
10001508,0,0,0,0,0,0,0,0,
10001509,0,0,0,0,0,0,0,0,
10001510,0,0,0,0,0,0,0,0,
10001511,0,0,0,0,0,0,0,0,
10001512,0,0,0,0,0,0,0,0,
10001513,11,63,0,0,0,0,0,0,

10001601,0,0,0,0,0,0,0,0,
10001602,0,0,0,0,0,0,0,0,
10001603,0,0,0,0,0,0,0,0,
10001604,0,0,0,0,0,0,0,0,
10001605,0,0,0,0,0,0,0,0,
10001606,0,0,0,0,0,0,0,0,
10001607,0,0,0,0,0,0,0,0,
10001608,0,0,0,0,0,0,0,0,
10001609,0,0,0,0,0,0,0,0,
10001610,0,0,0,0,0,0,0,0,
10001611,0,0,0,0,0,0,0,0,
10001612,0,0,0,0,0,0,0,0,
10001613,0,0,0,0,0,0,0,0,
10001614,-229,132,0,0,0,0,0,0,

10001701,0,0,0,0,0,0,0,0,
10001702,0,0,0,0,0,0,0,0,
10001703,0,0,0,0,0,0,0,0,
10001704,0,0,0,0,0,0,0,0,
10001705,0,0,0,0,0,0,0,0,
10001706,0,0,0,0,0,0,0,0,
10001707,0,0,0,0,0,0,0,0,
10001708,0,0,0,0,0,0,0,0,
10001709,0,0,0,0,0,0,0,0,
10001710,0,0,0,0,0,0,0,0,
10001711,0,0,0,0,0,0,0,0,
10001712,0,0,0,0,0,0,0,0,
10001713,65,-31,0,0,0,0,0,0,
10001714,-67,141,0,0,0,0,0,0,

10001801,0,0,0,0,0,0,0,0,
10001802,0,0,0,0,0,0,0,0,
10001803,-22,69,0,0,0,0,0,0,
10001804,-235,78,0,0,0,0,0,0,
10001805,18,30,0,0,0,0,0,0,
10001806,-250,106,0,0,0,0,0,0,
10001807,226,0,0,0,0,0,0,0,


20000001,0,0,0,0,0,0,0,0,
20000002,0,0,0,0,0,0,0,0,
20000011,0,0,0,0,0,0,0,0,
20000012,0,0,0,0,0,0,0,0,
20000013,0,0,0,0,0,0,0,0,
20000021,0,0,0,0,0,0,0,0,
20000022,0,0,0,0,0,0,0,0,
20000023,0,0,0,0,0,0,0,0,
20000081,0,0,0,0,0,0,0,0,
20000082,0,0,0,0,0,0,0,0,

20000014,0,0,0,0,0,0,0,0,

20000033,-10,22,0,0,0,0,0,0,

20000071,-6.5,105,0,0,0,0,0,0,
20000072,-30,-7,0,0,0,0,0,0,

20000101,0,0,0,0,0,0,0,0,
20000102,0,0,0,0,0,0,0,0,
20000103,0,0,0,0,0,0,0,0,
20000104,0,0,0,0,0,0,0,0,
20000111,0,0,0,0,0,0,0,0,
20000112,0,0,0,0,0,0,0,0,
20000113,0,0,0,0,0,0,0,0,
20000114,0,0,0,0,0,0,0,0,
20000115,0,0,0,0,0,0,0,0,
20000116,0,0,0,0,0,0,0,0,
20000121,0,0,0,0,0,0,0,0,
20000122,0,0,0,0,0,0,0,0,
20000123,0,0,0,0,0,0,0,0,
20000124,0,0,0,0,0,0,0,0,
20000125,0,0,0,0,0,0,0,0,
20000126,0,0,0,0,0,0,0,0,
20000127,-62,65,0,0,0,0,0,0,
20000128,-62,65,0,0,0,0,0,0,
20000129,13,53,0,0,0,0,0,0,

20000201,0,0,0,0,0,0,0,0,
20000202,0,0,0,0,0,0,0,0,
20000211,0,0,0,0,0,0,0,0,
20000212,0,0,0,0,0,0,0,0,
20000213,0,0,0,0,0,0,0,0,
20000221,0,0,0,0,0,0,0,0,
20000222,0,0,0,0,0,0,0,0,
20000223,0,0,0,0,0,0,0,0,
20000224,-62,65,0,0,0,0,0,0,
20000225,13,53,0,0,0,0,0,0,

20000301,0,0,0,0,0,0,0,0,
20000302,0,0,0,0,0,0,0,0,
20000311,0,0,0,0,0,0,0,0,
20000312,0,0,0,0,0,0,0,0,
20000313,0,0,0,0,0,0,0,0,
20000321,0,0,0,0,0,0,0,0,
20000322,0,0,0,0,0,0,0,0,
20000323,0,0,0,0,0,0,0,0,
20000324,-62,65,0,0,0,0,0,0,
20000325,13,53,0,0,0,0,0,0,

20000401,0,0,0,0,0,0,0,0,
20000402,0,0,0,0,0,0,0,0,
20000411,0,0,0,0,0,0,0,0,
20000412,0,0,0,0,0,0,0,0,
20000413,0,0,0,0,0,0,0,0,
20000421,0,0,0,0,0,0,0,0,
20000422,0,0,0,0,0,0,0,0,
20000423,0,0,0,0,0,0,0,0,
20000424,-62,65,0,0,0,0,0,0,
20000425,13,53,0,0,0,0,0,0,

20000501,0,0,0,0,0,0,0,0,
20000502,0,0,0,0,0,0,0,0,
20000511,0,0,0,0,0,0,0,0,
