# 初期装備,
1,佣兵初始装备,1,,,,,1,1,,,,,00001,,,,
2,富豪初始装备,,1,,,,1,1,,,,,00002,,,,
3,侠客初始装备,,,1,,,1,1,,,,,00003,,,,
4,歌姬初始装备,,,,1,,1,1,,,,,00004,,,,
11,黑白,,1,,,,,,,1,,,00011,,,,
12,蝴蝶结,,,,1,,,,,1,,,00012,,,,
13,大丝带,,,,1,,,,,,,1,00013,,,,
14,假尾巴,,,1,,,,,,,,1,00014,,,,
# 2015年12月●傭兵・富豪・盗賊・歌姫共通,
490,一周年纪念王冠,1,1,1,1,,,,,1,,,00490,,,,
# 2016年2月●傭兵、富豪、盗賊、歌姫,
660,我爱妮妙团扇,1,1,1,1,,,,1,,,,00660,,,,
661,可爱乌莎哈团扇,1,1,1,1,,,,1,,,,00661,,,,
# 2016年2月●傭兵・富豪・盗賊・歌姫共通,
610,王者之剑·起源,1,1,1,1,,,,1,,,,00610,,,,
# 2016年3月●傭兵・富豪・盗賊・歌姫共通,
790,妮妙巧克力,1,1,1,1,,,,1,,,,00790,,,,
# 2016年5月●佣兵、富豪、盗贼、歌姬,
960,喀迈拉之咬(红),1,1,1,1,,,,1,,,,00960,,,,
961,喀迈拉之咬(蓝),1,1,1,1,,,,1,,,,00961,,,,
# 2016年5月●佣兵用,
571,初号机：头,1,,,,1,,,,1,,,00571,1,11,,
572,初号机：身体,1,,,,,1,1,,,,,00572,1,11,,
# 2016年5月●富豪用,
581,初号机：头,,1,,,1,,,,1,,,00581,1,11,,
582,初号机：身体,,1,,,,1,1,,,,,00582,1,11,,
# 2016年5月●盗贼用,
591,初号机：头,,,1,,1,,,,1,,,00591,1,11,,
592,初号机：身体,,,1,,,1,1,,,,,00592,1,11,,
# 2016年5月●歌姬用,
601,初号机：头,,,,1,1,,,,1,,,00601,1,11,,
602,初号机：身体,,,,1,,1,1,,,,,00602,1,11,,
# 2016年5月后半●佣兵、富豪、盗贼、歌姬,
1050,兵装武装,1,1,1,1,,,,1,,,,01050,,99,,
# 2016年8月●傭兵、富豪、盗賊、歌姫,
1311,阵营剑＝夏山胜歌,1,1,1,1,,,,1,,,,01311,1,,,
# 2016年9月●傭兵、富豪、盗賊、歌姫,
1400,魔剑血色玫瑰,1,1,1,1,,,,1,,,,01400,1,,,
# 2016年9月 ●傭兵、富豪、盗賊、歌姫,
1410,时间剑,1,1,1,1,,,,1,,,,01410,1,,,
1411,断绝的时间剑,1,1,1,1,,,,1,,,,01411,1,,,
# 2016年10月 ●傭兵、富豪、盗賊、歌姫,
1510,时间扭曲,1,1,1,1,1,,,,1,,,01510,1,,,
1511,断绝的时间扭曲,1,1,1,1,1,,,,1,,,01511,1,,,
# 2016年10月●傭兵、富豪、盗賊、歌姫,
1500,王者之阔剑·起源,1,1,1,1,,,,1,,,,01500,1,,,
# 2016年11月●傭兵、富豪、盗賊、歌姫,
1640,毛茸茸尾巴,1,1,1,1,,,,,,,1,01640,1,,,
# 2016年 11月●傭兵、富豪、盗賊、歌姫,
1550,醒春王冠,1,1,1,1,1,,,,1,,,01550,1,,,
# 2016年12月●傭兵、富豪、盗賊、歌姫,
1730,魔剑碧蓝玫瑰,1,1,1,1,,,,1,,,,01730,1,,,
1731,苍煌的魔剑碧蓝玫瑰,1,1,1,1,,,,1,,,,01731,1,,,
# 2016年　12月●傭兵、富豪、盗賊、歌姫,
1740,恶魔焰的翅膀,1,1,1,1,,,,,,1,,01740,1,,,
# 2017年2月●佣兵、富豪、侠客、歌姬,
1750,乌莎巧克力,1,1,1,1,,,,1,,,,01750,1,,,
# 2017年3月●佣兵、富豪、侠客、歌姬,
1760,盖伯尔加(暗),1,1,1,1,,,,1,,,,01760,1,,,
1761,雷霆之盖伯尔加(暗),1,1,1,1,,,,1,,,,01761,1,,,
# 2017年5月●傭兵、富豪、盗賊、歌姫,
491,第一次圣剑杯王冠,1,1,1,1,1,,,,1,,,00491,1,,,
492,第一次圣剑杯皇冠,1,1,1,1,1,,,,1,,,00492,1,,,
# 2017年5月 ●傭兵、富豪、盗賊、歌姫,
1310,圣剑海啸,1,1,1,1,,,,1,,,,01310,1,,,
1312,碧蓝之圣剑海啸,1,1,1,1,,,,1,,,,01312,1,,,
# 2017年5月●傭兵、富豪、盗賊、歌姫,
1770,死神镰刀,1,1,1,1,,,,1,,,,01770,1,,,
1771,宣告之死神镰刀,1,1,1,1,,,,1,,,,01771,1,,,
# 2017年6月●傭兵、富豪、盗賊、歌姫,
1800,灵气剑乖,1,1,1,1,,,,1,,,,01800,1,,,
1801,业火之灵气剑乖,1,1,1,1,,,,1,,,,01801,1,,,
# 2017年6月 ●傭兵、富豪、盗賊、歌姫,
1820,雷姆之角,1,1,1,1,,,,,1,,,01820,,,,
# 2017年 6月●傭兵、富豪、盗賊、歌姫,
1780,绝望之剑,1,1,1,1,,,,1,,,,01780,1,,,
1781,绝望之剑(精灵),1,1,1,1,,,,1,,,,01781,1,,,
# 2017年7月●傭兵、富豪、盗賊、歌姫,
1930,斯卡哈的帽子,1,1,1,1,1,,,,1,,,01930,1,,,
1960,斯卡哈的帽子(红),1,1,1,1,1,,,,1,,,01960,1,,,
# 2017年 7月●傭兵、富豪、盗賊、歌姫,
1940,初之剑,1,1,1,1,,,,1,,,,01940,1,,,
1941,初之光剑,1,1,1,1,,,,1,,,,01941,1,,,
# 2017年8月●傭兵、富豪、盗賊、歌姫,
2020,灵气镰刀,1,1,1,1,,,,1,,,,02020,1,,,
2021,漆黑的灵气镰刀,1,1,1,1,,,,1,,,,02021,1,,,
# 2017年8月●傭兵、富豪、盗賊、歌姫,
#1950,惠惠之杖,1,1,1,1,,,,1,,,,#1950,1,,,
#1951,惠惠之杖(爆裂),1,1,1,1,,,,1,,,,#1951,1,,,
# 2017年9月●佣兵、富豪、侠客、歌姬,
2070,艾妮多的锡杖,1,1,1,1,,,,1,,,,02070,1,,,
2071,艾妮多的神圣锡杖,1,1,1,1,,,,1,,,,02071,1,,,
# 2017年9月 ●佣兵、富豪、侠客、歌姬,
2080,能量剑,1,1,1,1,,,,1,,,,02080,1,,,
2081,闪光的能量剑,1,1,1,1,,,,1,,,,02081,1,,,
# 2017年7月●佣兵用,
1790,龙剑,1,,,,,,,1,,,,01790,1,,,
1794,龙息剑,1,,,,,,,1,,,,01794,1,,,
# 2017年7月●富豪用,
1791,龙刺剑,,1,,,,,,1,,,,01791,1,,,
1795,龙息刺剑,,1,,,,,,1,,,,01795,1,,,
# 2017年7月 ●侠客用,
1792,龙短剑,,,1,,,,,1,,,,01792,1,,,
1796,龙息短剑,,,1,,,,,1,,,,01796,1,,,
# 2017年7月●歌姬用,
1793,龙杖,,,,1,,,,1,,,,01793,1,,,
1797,龙息杖,,,,1,,,,1,,,,01797,1,,,
# 2017年10月後半●佣兵、富豪、侠客、歌姬,
2100,幽暗的魔剑库拉莱特,1,1,1,1,,,,1,,,,2100,1,,,
2101,真·幽暗的魔剑库拉莱特,1,1,1,1,,,,1,,,,2101,1,,,
# 2017年10月●佣兵、富豪、侠客、歌姬,
2090,暴雪羽翼,1,1,1,1,,,,,,1,,2090,1,,,
2091,零怨的暴雪羽翼,1,1,1,1,,,,,,1,,2091,1,,,
# 2017年11月●傭兵、富豪、盗賊、歌姫,
2110,风讯枪盖伯尔加,1,1,1,1,,,,1,,,,02110,1,,,
2111,岚斩的风讯枪盖伯尔加,1,1,1,1,,,,1,,,,02111,1,,,
# 2017年11月●傭兵用,
1980,热血西装外套(海军蓝),1,,,,,1,,,,,,1980,1,4,,
1981,热血运动袜(海军蓝),1,,,,,,1,,,,,1981,1,4,,
1982,热血球棒(海军蓝),1,,,,,,,1,,,,1982,1,4,,
# 2017年11月●富豪用,
1990,立领学生装(深绿),,1,,,,1,,,,,,1990,1,4,,
1991,帝国裤子(深绿),,1,,,,,1,,,,,1991,1,4,,
1992,帝国学帽(深绿),,1,,,,,,,1,,,1992,1,4,,
# 2017年11月●盗賊用,
2000,鲜绿水手服警察(上),,,1,,,1,,,,,,2000,1,4,,
2001,鲜绿水手服警察(下),,,1,,,,1,,,,,2001,1,4,,
# 2017年11月●歌姫用,
2010,花样少女西装外套(白),,,,1,,1,,,,,,2010,1,4,,
2011,花样少女短裙(红),,,,1,,,1,,,,,2011,1,4,,
2012,缎带(黄),,,,1,,,,,1,,,2012,1,4,,
2013,花缎带(黄),,,,1,,,,,,,1,2013,1,4,,
2014,骄傲吉他(桃),,,,1,,,,,,,1,2014,1,4,,
# 2017年10月●佣兵用,
2030,伤疤脸,1,,,,1,,,,,,,02030,1,3,,
2031,复古防护服(上),1,,,,,1,,,,,,02031,1,3,,
2032,复古防护服(下),1,,,,,,1,,,,,02032,1,3,,
2033,南瓜奴隶,1,,,,,,,1,,,,02033,1,3,,
# 2017年10月●富豪用,
2040,勇气外套,,1,,,,1,,,,,,02040,1,3,,
2041,勇气裤子,,1,,,,,1,,,,,02041,1,3,,
2042,翠绿之剑,,1,,,,,,1,,,,02042,1,3,,
2043,勇气披风,,1,,,,,,,,1,1,02043,1,3,,
# 2017年10月●侠客用,
2050,粉红幻想帽,,,1,,1,,,,1,,,02050,1,3,,
2051,粉红魔法礼服(上),,,1,,,1,,,,,,02051,1,3,,
2052,粉红魔法礼服(下),,,1,,,,1,,,,1,02052,1,3,,
2053,魔法之花(白),,,1,,,,,1,,,,02053,1,3,,
2054,奇迹短剑,,,1,,,,,1,,,,02054,1,3,,
# 2017年10月●歌姬用,
2060,女巫帽(黑),,,,1,1,,,,1,,,02060,1,3,,
2061,女巫外套(黑),,,,1,,1,,,,,,02061,1,3,,
2062,女巫短裙(粉),,,,1,,,1,,,,,02062,1,3,,
2063,南瓜之剑,,,,1,,,,1,,,,02063,1,3,,
2064,小提琴(橙),,,,1,,,,,,,1,02064,1,3,,
# 2017年9月●傭兵用騎士1CV,
1890,蓝色染发,1,,,,1,,,,,,,01890,1,2,,
1891,紧身大衣(蓝),1,,,,,1,,,,,,01891,1,2,,
1892,紧身裤(蓝),1,,,,,,1,,,,,01892,1,2,,
1893,魔剑库拉莱特(蓝),1,,,,,,,1,,,,01893,1,2,,
# 2017年9月●富豪用騎士1CV,,,,,,,,,,,,,,,,,
1900,蓝色假发,,1,,,1,,,,,,,01900,1,2,,
1901,黄金西服,,1,,,,1,,,,,,01901,1,2,,
1902,黄金长裤,,1,,,,,1,,,,,01902,1,2,,
1903,雷之剑(红玉),,1,,,,,,1,,,,01903,1,2,,
1904,黄金之冠(红玉),,1,,,,,,,1,,,01904,1,2,,
1905,黄金披风,,1,,,,,,,,1,1,01905,1,2,,
# 2017年9月●盗賊用騎士1CV,,,,,,,,,,,,,,,,,
1910,红色假发,,,1,,1,,,,,,,01910,1,2,,
1911,月兔礼服(桃),,,1,,,1,1,,,,,01911,1,2,,
1912,月兔麦克风(橙),,,1,,,,,1,,,,01912,1,2,,
1913,月兔后冠(橙),,,1,,,,,,1,,,01913,1,2,,
1914,月兔尾巴(桃),,,1,,,,,,,,1,01914,1,2,,
# 2017年9月●歌姫用騎士1CV,,,,,,,,,,,,,,,,,
1920,黄金假发,,,,1,1,,,,,,,01920,1,2,,
1921,鲜花礼服(赤),,,,1,,1,1,,,,,01921,1,2,,
1922,鲜花手杖(苍),,,,1,,,,1,,,,01922,1,2,,
1923,粉红之翼,,,,1,,,,,,1,,01923,1,2,,
# 2017年8月●傭兵用水着CV,
1850,泳镜(紫),1,,,,,1,,,,,,01850,1,1,,
1851,夏日短裤(白),1,,,,,,1,,,,,01851,1,1,,
# 2017年8月●富豪用水着CV,,,,,,,,,,,,,,,,,
1860,彩色衬衫(水),,1,,,,1,,,,,,01860,1,1,,
1861,紧身裤(蓝),,1,,,,,1,,,,,01861,1,1,,
1862,海滩太阳镜(橙),,1,,,,,,,1,,,01862,1,1,,
# 2017年8月●盗賊用水着CV,,,,,,,,,,,,,,,,,
1870,比基尼(桃),,,1,,,1,,,,,,01870,1,1,,
1871,裹裙(桃),,,1,,,,1,,,,,01871,1,1,,
# 2017年8月●歌姫用水着CV,,,,,,,,,,,,,,,,,
1880,抹胸(绀),,,,1,,1,,,,,,01880,1,1,,
1881,泳裤(绀),,,,1,,,1,,,,,01881,1,1,,
1882,猫咪帽子(白),,,,1,1,,,,,,,01882,1,1,,
1883,蝴蝶结尾巴(白),,,,1,,,,,,,1,01883,1,1,,
# 2017年5月●佣兵用,
1460,书记男士西装茄克,1,,,,,1,,,,,,01460,1,20,,
1461,书记男士西裤,1,,,,,,1,,,,,01461,1,20,,
1462,旧圣剑索菲亚,1,,,,,,,1,,,,01462,1,20,,
1463,书记斗篷,1,,,,,,,,,1,1,01463,1,20,,
# 2017年5月●富豪用,
1470,黑巧克力西服(上),,1,,,,1,,,,,,01470,1,20,,
1471,黑巧克力西服(下),,1,,,,,1,,,,,01471,1,20,,
1472,巧克拉细剑,,1,,,,,,1,,,,01472,1,20,,
1473,酒心缎带,,1,,,,,,,1,,,01473,1,20,,
1474,草莓巧克力斗篷,,1,,,,,,,,1,1,01474,1,20,,
# 2017年5月 ●侠客用,
1480,黄昏缎带,,,1,,1,,,,1,,,01480,1,20,,
1481,大地礼服(上),,,1,,,1,,,,,,01481,1,20,,
